#OK
#SQL= select h.bdmId, h.axis1_x, h.axis1_y , h.axis1_z, h.Mtot, h.Mvir, h.x, h.y, h.z, h.np from miniMDR1..BDMV h where h.snapnum = 85
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-24 20:21:25.629 CEST
#QUERYTIME 73 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,axis1_x,axis1_y,axis1_z,Mtot,Mvir,x,y,z,np
8512181507,0.6528,0.5312,0.54,7.8050001E11,7.5449998E11,369.4686,428.2631,884.3286,87
8512181508,0.3007,-0.2433,0.9221,3.52099998E12,3.07900003E12,384.7128,434.3579,883.5316,355
8512181515,0.6896,0.4843,0.5384,9.331E12,8.6979998E12,377.2831,441.9338,881.1703,1003
8512181516,0.314,0.9347,0.1665,3.50399994E12,4.59600003E11,383.0396,439.916,882.4568,53
8512181517,0.8754,-0.1122,-0.4702,2.94799999E11,2.94799999E11,390.3808,445.2507,882.0925,34
8512181523,-0.2189,0.9578,-0.1865,5.9839998E11,5.8970001E11,368.0268,445.7232,878.2504,68
8512181526,0.5021,-0.4829,0.7174,4.85600002E11,4.77000008E11,395.5024,456.9024,880.869,55
8512181533,-0.7161,0.5369,0.4461,7.6320001E11,7.2850001E11,384.7068,458.0336,880.4341,84
8512181534,-0.6968,0.4747,0.5378,9.3660001E11,4.16300007E11,396.9902,455.97,880.3856,48
8512181536,0.7442,-0.01,-0.6679,5.9839998E11,5.8970001E11,350.3416,461.3925,881.9861,68
8512181537,0.9535,0.2659,0.1419,1.73399998E11,1.38800005E11,366.5346,455.8598,877.9255,16
8512181540,-0.5628,-0.1067,0.8196,5.7149998E12,1.171E12,372.2095,459.3564,875.3703,135
8512181542,0.7256,-0.5121,0.4596,1.73399998E11,1.47399999E11,379.858,461.6307,875.4125,17
8512181543,0.5889,0.1962,-0.784,1.50700001E13,7.4580001E11,381.8471,465.2971,873.7133,86
8512181548,0.4977,0.8178,-0.2888,1.26099999E13,1.25799996E12,340.6084,465.248,888.6641,145
8512181549,0.5171,-0.2912,0.8049,2.36499992E14,2.28899997E14,390.9826,466.8726,878.3085,26395
8512181554,-0.3127,0.9471,-0.0718,1.19699997E12,1.17899998E12,336.0853,472.0161,889.8577,136
8512181564,0.9879,-0.1358,0.0747,1.49200005E12,1.48299999E12,362.5595,464.0707,874.2126,171
8512181568,0.1273,-0.7354,0.6656,4.51000009E11,4.42300006E11,336.9377,473.0857,885.5009,51
8512181569,0.2388,0.7451,-0.6227,1.14500003E12,1.13599998E12,345.1584,475.0166,882.8953,131
8512181575,0.6146,0.3641,0.6997,1.73399998E11,1.73399998E11,362.2853,474.2142,878.8965,20
8512181582,0.6339,-0.2186,0.7419,2.42800001E11,1.90800003E11,343.0697,483.6582,884.7297,22
8512181583,0.3885,0.8065,0.4457,6.5039997E11,2.77500002E11,374.8602,477.1819,878.1075,32
8512181584,0.0074,0.7085,-0.7057,4.68300005E11,4.68300005E11,373.5609,480.1418,878.8098,54
8512181585,0.9401,0.3255,-0.1018,2.86200005E11,2.42800001E11,374.9823,478.2187,879.4156,28
8512181586,0.6885,0.0768,-0.7211,1.02200005E13,3.21699997E12,385.3428,467.0919,871.9067,371
8512181587,0.6555,0.0972,0.7489,1.88200006E12,3.90200001E11,391.241,470.3293,879.2568,45
8512181594,0.8578,0.4787,-0.1873,1.47400006E12,1.45700002E12,370.7145,483.2359,879.0793,168
8512181595,-0.3811,-0.3847,0.8407,7.7179997E11,1.99500005E11,386.9219,473.1368,873.3116,23
8512181596,0.5248,0.7282,0.4408,3.295E11,3.20900006E11,392.4853,470.7585,882.1271,37
8512181599,-0.6999,0.626,0.3439,6.1569997E11,6.07E11,341.7802,489.3117,883.2307,70
8512181600,0.3195,0.8441,-0.4306,1.22800004E13,1.10399995E13,372.2637,483.9795,878.7452,1273
8512181601,0.458,0.8889,0.0024,3.63400004E12,3.48600009E12,392.5697,472.0866,881.4134,402
8512181602,0.9332,0.3343,0.132,4.449E12,4.28399998E12,397.5315,479.7632,888.218,494
8512181604,0.2347,0.2091,0.9493,4.68300005E11,4.07600005E11,365.1688,485.3169,877.4396,47
8512181605,0.2926,0.6266,0.7223,1.82100001E11,1.56100002E11,378.1567,490.6124,881.9315,18
8512181606,0.2165,0.719,0.6604,4.24900002E11,4.24900002E11,386.5732,480.9034,878.8031,49
8512181630,0.4662,0.039,0.8838,3.90200001E11,3.81600006E11,362.6628,424.9569,880.4607,44
8512181635,0.7539,0.5654,0.3347,2.60200006E11,2.51500003E11,348.5045,422.4478,879.2785,29
8512181636,0.3611,-0.3966,0.844,5.03000007E11,5.03000007E11,376.7008,428.6341,883.5226,58
8512181639,0.6352,0.3879,-0.6679,1.89000004E12,1.79499998E12,372.9543,427.8045,887.2104,207
8512181640,-0.803,0.3451,0.4858,2.42800001E11,2.34200007E11,396.8495,426.7272,883.2797,27
8512181646,0.1396,0.9887,0.0544,7.8919998E11,6.9380001E11,377.7829,435.7466,883.4668,80
8512181647,-0.6542,0.3393,0.676,5.55E11,4.85600002E11,385.972,439.3705,882.0818,56
8512181648,0.0445,0.9339,-0.3548,1.73399998E11,1.73399998E11,370.3111,435.5631,881.1944,20
8512181649,0.5301,-0.5935,0.6056,1.54399998E12,1.53500005E12,378.1588,441.5385,881.6225,177
8512181653,-0.0372,0.9977,-0.0572,5.37700008E11,5.20300003E11,340.7857,435.8316,882.4825,60
8512181654,0.0325,0.9217,0.3866,5.6369997E11,5.55E11,352.7559,438.829,878.8879,64
8512181655,0.8397,0.5409,0.0488,2.94799999E11,2.94799999E11,355.1281,439.2885,878.4898,34
8512181656,0.7264,0.685,-0.0557,3.72900004E11,3.72900004E11,361.5834,440.1154,879.4871,43
8512181657,-0.2977,0.939,0.1721,2.97400009E12,2.72300009E12,362.8989,445.0372,878.8311,314
8512181658,0.5109,0.1168,0.8517,3.46900005E11,3.46900005E11,366.3461,443.8745,879.2404,40
8512181659,0.362,0.8584,0.3635,3.35599999E12,1.26599994E12,377.2147,441.7794,881.0599,146
8512181660,-0.4597,0.8851,-0.0727,3.38200003E11,3.38200003E11,390.1469,446.3649,882.7094,39
8512181662,-0.7406,0.4899,0.4599,2.60200006E11,2.51500003E11,360.6777,441.3293,878.2204,29
8512181663,0.0018,0.946,-0.3242,5.7240001E11,5.7240001E11,392.6709,448.1722,883.3284,66
8512181665,0.9823,0.1661,0.0869,3.81600006E11,3.81600006E11,367.7744,447.1638,879.2728,44
8512181668,0.8305,-0.5462,-0.1095,2.10699996E12,1.99499999E12,384.9534,452.1016,882.6044,230
8512181677,0.0951,0.9323,-0.349,2.86200005E11,2.688E11,364.2787,451.222,878.4197,31
8512181678,0.1194,0.947,0.2981,5.8099997E11,5.7240001E11,378.0267,462.1691,876.1311,66
8512181682,0.6054,0.7839,0.1378,5.29000006E11,4.33600004E11,366.2643,459.9651,874.2831,50
8512181683,-0.3641,0.8381,0.4063,5.975E12,1.37899999E12,372.4116,459.3836,875.5358,159
8512181684,0.7128,0.6851,-0.1499,1.62199996E13,3.81600006E11,382.474,465.261,874.0424,44
8512181685,0.3877,0.5087,-0.7687,2.33300007E12,6.5910001E11,385.4456,464.0898,877.5369,76
8512181686,0.7075,0.6625,-0.2461,3.12200004E12,2.94800012E12,393.1939,461.4705,878.9083,340
8512181688,-0.2323,0.6516,0.7221,4.77000008E11,3.90200001E11,368.3379,459.1566,874.4114,45
8512181689,0.6296,-0.1524,0.7618,6.8509997E11,4.42300006E11,382.9555,465.2225,873.963,51
8512181690,0.5595,-0.0663,0.8262,5.8099997E11,5.8099997E11,395.5242,459.0857,878.313,67
8512181692,0.8951,-0.4459,0.0035,4.42300006E11,3.72900004E11,348.4214,461.2924,882.5563,43
8512181693,0.3292,-0.7234,0.6069,2.50599991E12,2.47200009E12,350.2867,460.3987,881.7535,285
8512181694,0.451,0.8857,-0.1103,2.80099999E12,3.38200003E11,381.9037,465.0766,874.2281,39
8512181695,0.6951,0.6626,-0.2789,7.7179997E11,4.42300006E11,390.655,467.7523,877.3733,51
8512181706,-0.1433,0.5993,0.7876,3.81600006E11,2.77500002E11,368.0354,458.8384,874.6434,32
8512181711,0.0024,-0.2974,0.9547,1.07499998E12,8.0649998E11,346.8656,473.0234,883.7314,93
8512181712,-0.0119,0.5915,0.8062,6.6779998E11,6.6779998E11,371.0725,469.6516,874.8819,77
8512181714,0.4054,0.8884,0.2155,2.60200006E11,2.60200006E11,344.8606,472.5904,883.6563,30
8512181715,-0.6365,0.7585,0.1397,7.1110001E11,7.1110001E11,371.746,473.3669,877.101,82
8512181716,0.9586,-0.0583,0.2786,4.42300006E11,4.42300006E11,371.9656,472.8788,876.8299,51
8512181717,0.1127,0.8464,0.5206,6.9339999E13,4.59600003E11,385.4187,468.2247,872.7129,53
8512181718,-0.2325,-0.2349,0.9438,1.36199995E12,9.1920001E11,386.1026,467.7455,870.5843,106
8512181719,-0.3339,0.3005,0.8934,1.13599998E12,3.12200004E11,386.1465,469.0406,871.9406,36
8512181722,0.8127,-0.5715,0.1139,6.3309998E11,5.9839998E11,387.4208,469.9635,873.4244,69
8512181725,0.9634,0.2606,0.0633,1.01000004E13,9.9120002E12,338.589,485.8096,885.2617,1143
8512181726,0.4562,-0.6414,0.6169,2.07300002E12,1.75999995E12,386.3413,471.9458,872.5024,203
8512181731,0.9922,-0.0922,-0.0843,5.533E12,4.33600004E11,332.5216,484.7,885.8238,50
8512181734,-0.4029,0.9097,-0.1009,4.07600005E11,4.07600005E11,339.3508,489.0679,884.2625,47
8512181735,-0.453,0.8621,0.2273,2.36799997E12,2.35900004E12,389.306,476.8616,879.2307,272
8512181736,0.6809,0.1705,0.7123,7.076E12,6.8079997E12,397.0489,479.8521,887.971,785
8512181737,-0.0407,0.6132,0.7889,5.6369997E11,5.6369997E11,399.9731,480.32,888.8505,65
8512181740,-0.1979,0.6854,0.7007,7.7179997E11,7.6320001E11,375.7121,486.2805,878.9888,88
8512181741,-0.7822,0.5897,0.201,7.8050001E11,7.8050001E11,385.21,483.7002,880.1513,90
8512181765,0.2589,0.2365,0.9365,3.64200002E11,3.64200002E11,359.6211,422.2725,880.1602,42
8512181766,-0.248,0.9431,0.2217,2.593E12,3.38200003E11,366.8935,420.7827,883.4854,39
8512181769,0.7669,0.0071,0.6417,6.5039997E11,6.417E11,353.4899,427.1505,879.1011,74
8512181770,0.9601,-0.0020,-0.2798,6.6919999E13,6.637E13,360.8285,426.9661,879.3062,7653
8512181773,0.8684,0.4902,0.0747,2.688E11,2.60200006E11,364.9749,427.6712,880.1673,30
8512181778,-0.7249,0.6776,0.1239,1.56100002E12,1.50899995E12,345.0293,432.2452,881.3698,174
8512181779,0.4769,-0.3992,0.7831,8.2379997E11,6.9380001E11,379.5266,439.969,882.6124,80
8512181784,0.9116,0.3961,-0.1102,2.39399993E12,2.01200003E12,383.7143,443.4857,883.3206,232
8512181789,-0.4288,0.7745,0.465,1.90800003E11,1.90800003E11,372.2228,446.5807,880.8357,22
8512181790,0.7413,0.6093,-0.2814,1.90800003E11,1.82100001E11,392.6849,448.1133,883.3485,21
8512181791,0.1129,0.5626,0.819,5.8970001E11,5.03000007E11,399.9392,454.6572,882.6033,58
8512181794,0.2068,0.7292,0.6524,3.98900003E11,3.98900003E11,357.5119,445.3184,879.6829,46
8512181798,0.7856,0.6172,-0.0437,2.99199994E12,9.9729998E11,363.5659,446.6974,879.7872,115
8512181799,0.7969,0.5615,0.2231,1.14500003E12,9.9729998E11,399.9287,454.5439,881.4072,115
8512181805,0.2024,0.891,0.4065,4.59600003E11,3.295E11,365.4519,456.0681,877.6791,38
8512181806,0.9305,0.3634,0.046,4.33600004E11,4.24900002E11,384.589,458.6979,880.2252,49
8512181811,0.55,0.7229,-0.4182,4.24900002E11,3.90200001E11,353.3116,458.6519,881.2483,45
8512181812,0.3196,0.9466,-0.0438,2.94799999E11,2.86200005E11,357.1959,455.7749,877.9331,33
8512181813,0.1663,0.9586,-0.2312,4.16300007E11,4.16300007E11,392.5905,464.3618,877.9152,48
8512181816,0.9832,-0.129,0.1291,1.33200001E13,7.6580001E12,382.9662,465.2055,873.9847,883
8512181817,0.7543,0.2644,0.601,2.89599993E12,3.81600006E11,391.5211,467.2829,878.5499,44
8512181822,0.8008,0.0255,0.5984,1.73399998E11,1.47399999E11,381.5419,463.4631,874.3362,17
8512181827,0.9605,-0.1781,-0.2138,1.12700005E12,1.01500001E12,344.4046,463.6343,884.014,117
8512181829,-0.5329,0.7863,0.3126,7.7010001E12,5.975E12,341.1886,468.3798,886.2939,689
8512181830,0.0531,-0.3383,0.9395,3.295E11,2.94799999E11,365.2643,461.1756,873.6642,34
8512181831,0.6207,0.7787,0.0911,4.16300007E11,3.90200001E11,385.2176,468.7765,870.3105,45
8512181832,0.4823,0.2512,0.8392,1.52899997E13,9.7819998E12,391.7729,466.1409,878.9254,1128
8512181839,-0.448,0.8166,0.3639,1.11100004E13,9.8859997E12,341.3684,468.101,886.1789,1140
8512181840,0.999,0.0158,-0.0419,1.275E12,1.23999997E12,394.9358,469.3038,885.3979,143
8512181844,-0.0667,0.9576,0.2804,5.9839998E11,4.77000008E11,393.0842,470.1311,884.2075,55
8512181845,-0.5072,0.2821,0.8144,3.20900006E11,3.03500001E11,395.1785,469.16,885.4024,35
8512181848,-0.2031,0.1675,0.9647,2.02900007E12,2.02099995E12,350.4764,476.7065,883.4456,233
8512181852,-0.4123,0.4416,0.7969,3.62500011E12,3.50399994E12,374.7485,477.3115,878.3687,404
8512181854,0.4401,-0.6293,0.6405,1.82100001E11,1.73399998E11,350.7216,484.7063,883.8859,20
8512181855,0.9302,0.2868,-0.2293,2.15100005E12,2.13300006E12,375.2573,478.8847,879.0279,246
8512181858,0.6697,-0.3979,0.627,3.34700007E12,2.57599996E12,379.0292,488.2355,879.6705,297
8512181859,-0.3992,0.3536,0.8459,3.65100007E12,3.5820001E12,386.816,477.2042,875.6138,413
8512181860,0.0075,0.7443,0.6678,1.30099996E12,1.29200003E12,393.6774,475.6912,884.595,149
8512181866,0.8407,0.1798,0.5107,4.94300004E11,4.94300004E11,342.9962,488.7931,883.8661,57
8512181867,-0.1951,0.4009,0.8951,7.9780001E11,7.0239997E11,365.1709,485.3658,877.5682,81
8512181868,0.3267,0.2011,0.9235,4.51000009E11,3.64200002E11,378.5145,487.788,879.4976,42
8512181869,0.9698,0.2393,-0.048,3.105E12,3.00099987E12,383.1508,485.6656,881.0562,346
8512181870,0.2757,-0.1029,0.9557,2.34200007E11,2.081E11,396.2466,480.3758,888.4054,24
8512181906,0.172,-0.6116,0.7722,4.59600003E11,4.33600004E11,365.5552,423.2795,879.7842,50
8512181907,-0.0033,0.5115,0.8593,3.79799994E12,3.46900005E12,364.6831,427.2773,880.1376,400
8512181908,-0.1747,0.6618,0.729,4.5619998E12,4.5269999E12,369.8831,428.7195,884.6805,522
8512181909,0.1431,-0.6358,0.7585,2.02099995E12,1.02299999E12,384.6743,434.4179,883.3831,118
8512181910,-0.0711,0.9963,0.0476,1.04900002E12,1.03199998E12,394.6399,428.1348,883.5483,119
8512181916,0.8755,0.0147,0.4831,2.34200007E11,1.73399998E11,377.8866,435.8806,883.1888,20
8512181917,0.5371,-0.014,0.8434,7.1110001E11,6.9380001E11,374.9312,432.7065,884.6727,80
8512181918,0.0093,0.4183,0.9083,8.9319997E11,8.4119998E11,383.7994,437.6041,882.8626,97
8512181919,0.8058,-0.5278,0.2686,5.46300002E11,5.46300002E11,388.524,434.1465,882.9823,63
8512181921,0.6543,0.2661,0.7079,3.12200004E11,2.60200006E11,361.5531,438.625,878.8694,30
8512181922,-0.4498,0.888,-0.0953,5.7240001E11,5.6369997E11,399.0385,435.9962,883.4538,65
8512181926,-0.1625,0.2367,0.9579,4.33600004E11,4.33600004E11,365.199,443.3258,879.6156,50
8512181927,-0.4978,0.8149,0.2968,5.0900002E12,4.9429998E12,376.8343,442.4442,880.7471,570
8512181936,-0.6103,0.782,0.1267,1.71699995E12,1.68200005E12,356.7628,441.8869,878.4452,194
8512181945,-0.0055,0.1348,0.9909,2.34200007E11,2.34200007E11,353.6748,454.9097,882.5484,27
8512181946,0.841,0.2715,-0.4679,3.46900005E12,3.46000012E12,362.6408,450.0333,879.6645,399
8512181947,0.7174,-0.2006,0.6671,1.82100001E11,1.38800005E11,383.6221,452.3261,882.0374,16
8512181954,-0.1891,0.8249,-0.5326,2.74000013E12,2.61899996E12,383.0741,464.6231,876.7031,302
8512181957,0.6367,0.735,0.233,1.23100004E12,9.5390001E11,348.8702,461.7236,883.0288,110
8512181958,0.2394,0.3007,0.9232,5.6369997E11,5.46300002E11,389.0093,466.3248,876.9437,63
8512181959,-0.4164,-0.0292,0.9087,4.42300006E11,4.07600005E11,392.0272,464.8714,878.4947,47
8512181968,0.111,0.8855,0.4511,5.11700009E11,4.77000008E11,365.3052,460.8831,873.8044,55
8512181971,-0.4231,0.6143,0.666,6.4689998E12,1.98600006E12,342.7715,468.7603,884.858,229
8512181972,0.2649,0.7466,0.6102,1.70800002E12,1.59600004E12,392.6644,466.9613,879.7725,184
8512181975,0.8805,-0.4074,0.2423,3.6499999E13,3.5190001E13,343.2087,468.4427,884.7633,4058
8512181976,0.3512,0.5499,0.7578,8.2379997E11,2.16800002E11,393.0207,469.2395,884.7568,25
8512181982,0.7128,0.1666,0.6812,5.9839998E11,5.7240001E11,345.1277,475.8013,882.5465,66
8512181984,0.4192,0.1937,0.887,2.26300002E12,2.23700006E12,341.8502,484.3005,884.9577,258
8512181985,0.102,0.8723,0.4783,4.24900002E11,4.24900002E11,357.171,482.0308,883.7385,49
8512181986,0.2637,0.9516,-0.1578,2.34200007E11,2.081E11,386.6934,473.2249,872.5272,24
8512181987,0.5203,0.4257,0.7403,3.92800004E12,3.81600006E12,394.3774,471.5428,885.2103,440
8512181990,0.2511,-0.7724,0.5834,2.5150001E12,2.47999994E12,345.2837,483.4298,886.1082,286
8512181991,0.2889,-0.6272,0.7233,8.7589998E11,8.7589998E11,347.503,482.9937,885.6501,101
8512181992,0.7535,0.4422,-0.4866,5.9839998E11,5.9839998E11,356.5612,483.9255,883.9217,69
8512181993,-0.2431,0.0201,0.9698,3.98900003E11,3.90200001E11,371.3144,481.9686,879.1907,45
8512181997,0.7933,-0.576,-0.1973,3.90200001E11,3.72900004E11,383.7293,484.1155,879.5405,43
8512181999,0.5149,0.7506,0.4141,9.7999998E11,9.6259998E11,370.2639,485.5498,878.5663,111
8512182000,0.4784,0.6796,0.5561,3.77199998E12,3.00899998E12,381.8032,489.3691,882.5571,347
8512182001,0.8891,-0.0613,0.4537,1.19699997E12,7.9780001E11,382.9926,485.6435,881.0628,92
8512182023,0.2523,-0.3981,0.882,2.081E11,2.081E11,360.5346,424.0612,879.9234,24
8512182024,0.8258,-0.5192,0.2204,8.6720001E11,8.2379997E11,367.5497,420.5611,884.0007,95
8512182035,0.8189,-0.5629,-0.1121,7.8919998E11,6.1569997E11,347.3076,422.3962,879.8011,71
8512182037,-0.0352,0.829,0.5581,6.6779998E11,6.5039997E11,344.3177,427.7303,881.3685,75
8512182038,0.2743,0.89,-0.3643,3.72900004E11,3.72900004E11,375.863,433.7798,884.0654,43
8512182039,-0.7401,0.5674,0.361,1.31000002E12,1.275E12,385.9187,439.4008,882.1457,147
8512182040,-0.5161,0.8449,0.1407,2.42800001E11,2.42800001E11,390.0809,435.1825,882.742,28
8512182044,-0.0779,0.9629,-0.2583,2.51500003E11,2.51500003E11,386.6723,441.3443,883.0217,29
8512182050,0.7745,0.4897,-0.4004,2.42800001E11,1.73399998E11,383.7336,442.9478,882.6626,20
8512182056,0.8642,-0.3896,0.3185,1.09299997E12,5.6369997E11,382.7309,451.1935,881.4125,65
8512182057,0.0448,0.9867,0.1563,1.67399994E12,1.65599995E12,383.1709,443.7942,883.0274,191
8512182058,0.9944,-0.104,-0.0206,3.295E11,3.12200004E11,385.5919,446.5715,883.5798,36
8512182062,0.9384,-0.0273,0.3446,5.2209999E12,4.5699999E12,382.875,451.1668,881.4371,527
8512182066,0.9357,0.1545,-0.3171,7.4580001E11,7.4580001E11,369.968,451.9812,880.2886,86
8512182067,0.2474,0.9412,0.2301,3.64200002E11,3.55600007E11,370.5801,452.4072,879.9423,41
8512182068,0.7607,-0.0323,0.6483,1.37200004E13,1.34400002E13,380.32,453.2968,880.0341,1550
8512182069,0.2077,0.9712,-0.117,9.7999998E11,9.2789998E11,389.402,456.1138,880.1725,107
8512182071,0.6218,-0.4792,0.6195,3.55600007E11,3.55600007E11,346.7175,459.4893,885.0732,41
8512182072,-0.5802,0.7112,0.3969,3.59899988E12,1.08399998E12,394.4353,458.9653,879.5813,125
8512182073,-0.0632,0.0615,0.9961,3.3210001E12,3.20900012E12,397.0578,455.9491,880.2429,370
8512182078,0.7192,0.6874,-0.1013,1.73399998E12,1.422E12,348.7365,461.592,883.0223,164
8512182080,0.2998,-0.7543,0.5841,1.90800003E11,1.90800003E11,366.6434,457.3217,876.35,22
8512182085,0.3496,-0.4961,0.7948,3.38199996E12,1.11000001E12,342.3683,464.5832,885.7797,128
8512182088,-0.3461,-0.3649,0.8643,5.29000006E11,5.20300003E11,360.0759,461.8819,876.9427,60
8512182089,-0.2447,0.9686,-0.0432,4.42300006E11,3.81600006E11,383.2807,465.6654,874.7545,44
8512182096,0.7956,0.5229,-0.3057,2.94799999E11,2.60200006E11,335.7834,471.7976,889.6185,30
8512182100,0.4048,0.8649,0.2967,4.51000009E11,4.42300006E11,347.472,474.3637,883.8155,51
8512182101,-0.2238,0.8805,-0.4178,1.90800003E11,1.90800003E11,367.08,473.8759,879.4897,22
8512182107,0.7387,-0.6733,0.0317,4.8879999E13,3.7319998E13,391.6026,469.6046,879.2665,4303
8512182109,-0.7582,0.5206,0.3925,2.688E11,2.42800001E11,342.9658,483.7147,884.7438,28
8512182110,0.3316,0.9236,-0.1924,7.0900003E13,8.6720001E11,385.5018,467.6167,871.9473,100
8512182111,0.1333,0.8156,0.5631,2.74900006E12,2.64499993E12,390.4319,471.5382,876.5173,305
8512182112,-0.4494,0.5368,0.714,5.11700009E11,4.51000009E11,391.9481,469.8617,878.3906,52
8512182114,0.2645,0.9603,0.089,6.9380001E11,6.07E11,380.5356,481.7472,878.0278,70
8512182115,-0.1073,0.3041,0.9466,1.10099995E12,6.8509997E11,387.0465,472.7073,873.0389,79
8512182118,0.9282,-0.2031,0.3118,9.4529998E11,9.2789998E11,360.9545,486.188,882.0965,107
8512182119,0.474,-0.1938,0.8589,5.7240001E11,5.29000006E11,379.1823,487.5414,879.1087,61
8512182125,0.4934,0.4559,-0.7408,5.3419998E12,5.169E12,337.7697,488.9113,885.5847,596
8512182155,0.7518,-0.5929,0.2885,9.5390001E11,8.9319997E11,370.7918,423.2201,887.5493,103
8512182166,-0.1106,0.9465,-0.303,3.90200001E11,3.81600006E11,350.828,424.9035,879.6769,44
8512182167,-0.5694,0.5407,0.6192,1.18800004E12,1.02299999E12,372.7474,427.7548,887.497,118
8512182168,0.0083,0.9896,-0.1439,2.50599991E12,2.41099997E12,384.6195,434.971,883.1887,278
8512182174,0.2629,0.8537,-0.4496,3.20900006E11,3.03500001E11,364.8394,427.3434,879.5888,35
8512182175,-0.26,-0.233,0.9371,1.82100001E11,1.73399998E11,380.7672,437.776,882.5163,20
8512182181,0.9416,0.0162,0.3363,4.24900002E11,4.24900002E11,378.9144,441.1483,881.9523,49
8512182184,-0.0263,0.9398,-0.3406,1.90800003E12,1.23999997E12,360.8369,437.4012,879.7084,143
8512182185,0.2676,0.9626,0.0425,3.92800004E12,2.88800008E12,363.7401,445.6006,878.9146,333
8512182186,0.0366,0.8068,-0.5896,3.72900004E11,3.38200003E11,362.7092,443.7217,878.8386,39
8512182188,0.3272,0.0209,0.9447,2.081E11,1.47399999E11,362.8439,447.9475,879.4365,17
8512182194,0.6383,0.2946,0.7112,4.07600005E11,3.98900003E11,357.9482,447.4623,881.0533,46
8512182195,0.4603,0.4339,-0.7745,2.25500004E11,2.25500004E11,393.8068,452.2014,884.8086,26
8512182196,-0.5663,0.8241,0.0112,2.25499991E12,7.3709997E11,396.9211,453.3415,883.6513,85
8512182204,0.5321,0.5805,-0.6163,8.1080001E12,8.0910001E12,370.9496,458.3665,876.7357,933
8512182205,0.2481,-0.2875,0.9251,4.33600004E11,3.46900005E11,385.0967,460.0388,880.755,40
8512182209,0.097,-0.429,0.8981,2.42800001E11,2.42800001E11,372.6216,459.7601,875.1139,28
8512182210,0.0289,0.7228,0.6905,6.5039997E11,6.5039997E11,379.0852,463.9397,875.4772,75
8512182211,0.199,0.909,0.3663,6.7640001E11,6.6779998E11,392.1582,460.6656,878.9223,77
8512182214,0.6608,-0.0764,0.7466,4.4319999E12,1.18800004E12,372.6107,459.7625,875.09,137
8512182222,-0.0838,0.9945,0.0631,4.11099988E12,4.02400005E12,379.389,462.1364,875.2761,464
8512182226,0.6431,0.6873,0.3377,3.295E11,3.295E11,355.869,462.6566,879.1006,38
8512182227,0.9853,-0.1639,-0.0491,4.68300005E11,4.16300007E11,367.1926,458.5754,873.9097,48
8512182228,-0.6954,0.4408,0.5676,1.32400001E13,1.20199997E13,368.6666,458.8154,874.717,1386
8512182229,0.34,0.8388,-0.4253,6.7819998E12,1.89899997E12,382.019,465.2917,874.1149,219
8512182230,0.9556,-0.2817,0.086,4.5439999E12,3.98900003E11,385.8383,468.9143,873.0491,46
8512182234,0.5962,-0.5787,0.5565,7.9609998E12,7.8829999E12,338.349,469.314,888.739,909
8512182235,0.9208,-0.3143,-0.231,9.6259998E11,9.6259998E11,347.7833,469.7222,883.118,111
8512182236,0.8464,-0.462,-0.2648,9.7999998E11,9.5390001E11,391.0941,468.7504,882.3619,110
8512182242,0.8689,0.4949,0.0107,7.2850001E11,7.0239997E11,335.4518,472.1467,889.691,81
8512182245,0.09,-0.4611,0.8828,2.31600003E12,2.19400005E12,346.8642,473.0651,883.6151,253
8512182246,0.7372,0.6675,0.105,4.68300005E11,4.68300005E11,398.7369,468.5345,886.2355,54
8512182252,0.8835,-0.1526,0.4429,2.16800002E11,2.16800002E11,333.7032,485.7578,885.5274,25
8512182253,0.8765,0.3999,-0.2681,2.02099995E12,2.02099995E12,377.186,477.7139,879.1497,233
8512182254,0.7946,0.6065,0.0275,3.81600006E11,3.55600007E11,392.0022,469.5378,877.95,41
8512182255,0.0728,0.8251,-0.5602,5.0730002E12,4.8999998E12,395.2166,472.0596,886.0968,565
8512182262,-0.117,0.8638,0.4901,1.28400006E12,1.24900003E12,380.5242,482.0222,878.1782,144
8512182263,0.6444,0.5787,0.4999,3.20900006E11,3.20900006E11,388.9596,476.7488,878.3334,37
8512182264,0.6552,0.5227,0.5455,8.7589998E11,8.7589998E11,395.2411,475.7173,885.2242,101
8512182265,-0.5425,0.6711,0.5053,2.081E11,2.081E11,399.2861,479.779,888.2368,24
8512182270,0.1591,0.3302,0.9304,4.94300004E11,1.90800003E11,336.9423,488.5472,886.207,22
